m/z_ion_center,CCS (Å^2),Peak Intensity
429.8955,168.4,221
429.9027,168.32,242
429.9099,168.37,248
429.9171,168.33,228
429.9243,168.55,264
429.9315,168.54,269
429.9387,168.54,321
429.9459,168.62,429
430.0755,168.42,473
430.0827,168.46,365
430.0899,168.47,261
430.0971,168.35,253
430.1043,168.28,195
430.1115,168.52,169
430.1187,168.4,180
430.1259,168.36,170
430.1331,168.55,156
430.1403,168.59,202
430.1475,168.51,195
430.1547,168.65,187
430.1619,168.55,186
430.1691,168.61,172
430.1763,168.71,152
430.2051,168.1,121
430.2123,168.09,91
430.2339,168.23,95
430.2627,168.18,122
430.839,167.31,22
431.0336,168.27,303
431.0408,168.29,260
431.048,168.35,206
431.0552,168.08,162
431.0624,168.25,134
431.0697,168.29,123
431.9567,168.24,145
431.964,168.38,408
431.9784,168.63,405
431.9856,168.55,245
452.8035,167.06,103
456.9873,167.51,166
458.8223,168.36,1397
482.9288,167.57,138
498.9134,169.04,1313
498.9444,168.68,786
498.9522,168.64,427
501.9424,170.1,1531
501.9502,169.99,2465
501.958,169.92,2431
501.9657,169.92,1605
502.9152,168.53,282
503.9356,168.75,364
503.9434,168.86,369
504.9338,169.12,615
504.9416,169.58,1515
504.9494,169.95,4904
504.9572,170.05,11016
504.965,170.07,12052
505.9953,170.01,118903
506.0031,170.01,85949
506.011,170.02,65929
506.0188,170.0,51217
506.0266,170.02,41684
506.0344,170.03,33908
506.0422,170.07,29426
506.05,170.03,27234
506.8626,169.83,1040
506.8704,169.58,1400
506.8782,169.55,1510
506.886,169.39,1630
507.3864,168.77,5303
507.3942,168.74,5100
507.5428,168.75,3675
507.5507,168.72,3725
507.6836,168.76,3078
507.6915,168.76,3041
507.6993,168.78,2979
507.7071,168.78,3011
507.715,168.74,2870
507.7228,168.77,2837
507.7306,168.76,2811
507.7384,168.75,2737
507.7462,168.75,2612
507.7541,168.75,2586
507.7619,168.72,2493
507.7775,168.78,2659
507.7854,168.74,2849
507.8166,168.78,2632
507.8245,168.78,2437
507.8323,168.8,2354
507.8401,168.77,2329
507.848,168.8,2271
507.8558,168.78,2165
507.8636,168.79,2173
507.8714,168.69,2217
507.8792,168.79,2098
507.8871,168.8,2141
507.8949,168.76,2240
507.9027,168.73,2154
507.9105,168.72,2167
507.9184,168.84,2062
507.9262,168.81,2625
507.934,168.86,4641
507.9418,169.04,9149
507.9497,169.33,15888
507.9653,169.71,20782
507.9731,169.71,16329
507.981,169.63,11705
507.9888,169.55,8515
507.9966,169.48,6141
508.0044,169.33,4767
508.0123,169.26,3675
508.0201,169.17,3048
508.0279,169.05,2822
508.0357,169.07,2611
508.0436,169.05,2351
508.0514,168.97,2421
508.0592,168.95,2142
508.067,168.92,2002
508.0749,168.88,1941
508.0827,168.87,1806
508.0905,168.77,1650
508.0984,168.79,1688
508.1062,168.63,1609
508.114,168.78,1596
508.1218,168.8,1462
508.1296,168.83,1514
508.1375,168.84,1391
508.1453,168.83,1267
508.1531,168.75,1225
508.161,168.78,1244
508.1688,168.83,1208
508.1766,168.76,1263
508.1844,168.76,1164
508.1923,168.83,1226
508.2001,168.75,1108
508.2079,168.77,1143
508.2157,168.73,1075
508.2236,168.73,1051
508.2314,168.83,1059
508.2392,168.89,977
508.247,168.85,973
508.2549,168.92,948
508.2627,168.8,862
508.2705,168.79,880
508.2784,168.71,925
508.2862,168.61,809
508.294,168.88,762
508.3018,168.91,847
508.3097,168.74,768
508.3175,168.74,741
508.3253,168.77,813
508.3332,168.73,694
508.341,168.78,717
508.3488,168.68,756
508.3566,168.75,764
508.3645,168.81,675
508.3723,168.66,655
508.3801,168.69,700
508.388,168.78,665
508.3958,168.74,726
508.4036,168.6,625
508.4114,168.59,562
508.4193,168.58,581
508.4271,168.6,599
508.4349,168.4,480
508.4427,168.56,579
508.4506,168.84,569
508.4584,168.86,541
508.4662,168.97,591
508.4741,168.69,581
508.4819,168.8,575
508.4897,168.56,513
508.4976,168.75,599
508.5054,168.82,613
508.5132,168.75,550
508.521,168.63,463
508.5289,168.5,493
508.5367,168.62,485
508.5837,168.5,414
508.5915,168.65,403
508.615,168.62,381
508.6385,168.39,358
508.7168,168.65,315
508.7246,168.59,324
508.8734,168.45,316
508.9126,168.88,280
508.9204,168.92,1064
509.0144,168.69,2811
509.0222,168.71,2400
509.0301,168.74,2064
509.0379,168.75,1922
509.0457,168.78,1700
509.0536,168.76,1395
509.0614,168.72,1272
509.0692,168.71,933
509.0771,168.62,793
509.0849,168.76,746
509.0927,168.73,651
509.1162,168.62,508
509.1241,168.83,495
62.003,205.77,125
101.0031,184.99,185
101.0066,184.78,156
101.0101,184.79,74
172.0041,179.78,79
267.2251,172.57,292
269.238,173.35,1744
269.2608,173.09,1102
277.186,177.4,912
283.1016,172.7,2589
283.1249,172.54,1005
283.1308,172.58,418
293.1789,179.51,2316
294.1308,173.81,37231
294.1368,173.82,32292
392.9473,170.54,8310
398.8537,168.61,21
402.8855,168.56,28
402.8924,169.52,45
426.8415,168.25,24
426.8487,168.65,60
428.0044,168.35,79
428.8955,168.13,87
430.1835,168.44,114
430.1907,168.73,146
430.1979,168.65,127
430.2195,168.76,138
430.2267,168.66,119
430.2411,168.64,91
430.2483,168.21,50
430.2555,168.25,97
430.2699,168.43,121
430.2771,168.6,66
430.2843,169.1,48
430.2915,168.21,33
430.2987,168.48,114
430.3059,168.16,74
430.3131,168.08,86
430.3203,168.17,57
430.3275,168.1,80
430.3347,168.52,124
430.3419,166.89,82
430.3491,168.27,96
430.3563,168.37,70
430.3635,168.33,82
430.3707,168.64,85
430.3779,168.95,67
430.3851,168.58,58
430.4211,167.76,21
430.522,168.62,60
430.5292,168.21,0
430.5364,168.26,57
430.5436,169.1,21
430.5508,168.21,23
430.9399,168.2,75
431.0769,168.2,0
431.0841,168.35,87
431.0913,168.21,52
431.9928,168.68,94
434.8624,169.49,4602
434.8696,169.5,2372
434.8768,169.51,654
456.9576,168.3,159
458.8149,168.62,456
458.8298,168.43,585
458.8372,168.32,43
482.9364,167.65,76
498.9056,169.12,441
498.9599,168.77,199
499.922,167.49,35
501.9735,169.89,969
503.7408,168.99,137
503.772,168.35,120
503.8266,168.46,129
503.8343,168.57,112
503.8967,168.83,101
503.9279,168.63,273
503.9512,169.23,435
503.959,169.45,428
503.9746,168.6,123
504.926,168.83,271
504.9728,170.1,9356
504.9806,170.05,6395
504.9884,170.09,4000
504.9962,170.09,2463
505.004,170.07,1556
505.9094,170.05,687
505.9172,169.99,711
505.9251,169.49,2476
506.0578,170.01,25534
506.0656,170.03,22153
506.0734,170.02,20189
506.0813,170.04,17409
506.0891,170.02,13567
506.0969,170.07,11795
506.1047,170.06,11304
506.1125,170.02,10205
506.1203,170.05,9394
506.1281,170.04,8231
506.1359,170.01,7262
506.1437,170.07,6820
506.1515,170.05,6255
506.1594,170.08,5771
506.1672,170.07,5381
506.175,170.05,4920
506.1828,170.04,4684
506.1906,170.09,4555
506.1984,170.01,4165
506.2062,170.03,3758
506.214,170.02,3536
506.2218,170.1,3429
506.2297,170.06,3213
506.2375,170.08,3246
506.2453,170.1,3280
506.2531,170.04,2975
506.2609,170.05,2852
506.2687,170.0,2838
506.2765,170.01,2662
506.2843,170.1,2603
506.2921,170.05,2404
506.3,170.01,2428
506.3078,170.03,2411
506.3156,170.02,2410
506.3234,170.13,2300
506.3312,170.02,2211
506.339,170.08,2204
506.3468,170.12,2126
506.3546,170.1,2092
506.3625,170.05,1936
506.3703,170.16,1830
506.3781,170.15,1806
506.3859,170.07,1777
506.3937,170.09,1779
506.4015,170.04,1688
506.4093,170.06,1694
506.4171,170.04,1636
506.425,170.01,1661
506.4328,170.08,1593
506.4406,170.01,1691
506.4484,170.05,1556
506.4562,170.0,1567
506.464,170.01,1551
506.4718,170.07,1518
506.4797,170.02,1481
506.4875,170.01,1434
506.4953,170.0,1421
506.5031,169.98,1513
506.5265,170.0,1265
506.5344,170.05,1340
506.5422,170.08,1332
506.55,170.01,1219
506.5578,170.06,1188
506.5656,170.01,1171
506.589,170.08,1215
506.5969,170.06,1150
506.6047,170.12,1151
506.6125,170.05,1050
506.6203,170.06,1072
506.6438,170.04,1032
506.6516,170.08,1039
506.8235,172.33,12458
506.8313,172.37,10925
508.5445,168.65,452
508.5524,168.68,416
508.5602,168.62,406
508.568,168.69,464
508.5758,168.62,398
508.5993,168.58,442
508.6072,168.57,413
508.6228,168.63,402
508.6306,168.64,380
508.6463,168.83,396
508.6541,168.84,331
508.662,168.86,301
508.6698,168.95,281
508.6776,168.82,312
508.6855,168.53,337
508.6933,168.73,346
508.7011,168.65,403
508.709,168.64,349
508.7324,168.91,300
508.7403,168.77,293
508.7481,168.84,290
508.7559,168.84,267
508.7638,168.6,262
508.7716,168.74,272
508.7794,168.68,255
508.7873,168.98,251
508.7951,168.66,295
508.8029,168.63,272
508.8108,168.69,247
508.8186,168.82,241
508.8264,168.91,261
508.8343,168.89,277
508.8421,168.96,254
508.8499,169.0,260
508.8578,168.71,252
508.8656,168.73,274
508.8812,168.76,279
508.8891,168.78,272
508.8969,168.65,267
508.9047,168.46,222
509.1006,168.91,564
509.1084,168.59,580
509.1319,168.61,394
509.1397,168.64,399
509.1476,168.71,389
509.1554,168.74,349
509.1632,168.62,366
509.1711,168.77,383
509.1789,168.86,321
509.1867,168.59,312
509.1946,168.61,343
509.2024,168.82,297
509.2102,168.71,287
509.2181,168.52,271
509.2259,168.78,272
509.2338,168.75,300
509.2416,168.55,219
509.2494,169.08,241
509.2573,168.88,259
509.2651,168.76,244
509.2729,168.6,238
509.2808,168.93,210
509.2886,168.58,183
509.2964,168.69,225
509.3043,168.82,227
509.3121,168.37,194
509.3199,168.56,211
509.3278,168.74,221
509.3356,168.77,221
509.3434,168.64,193
509.3513,168.79,200
509.3591,168.67,206
509.367,168.79,252
509.3748,168.46,174
509.3826,168.53,177
509.3905,168.64,209
509.3983,168.61,180
509.4061,168.96,150
509.414,168.65,173
509.4218,168.75,160
509.4296,169.14,181
509.4375,168.69,192
509.4453,168.69,171
509.4532,168.52,168
509.461,168.95,136
509.4688,168.6,139
509.4923,168.79,184
509.5002,168.62,183
509.5237,168.74,160
509.5315,168.53,121
509.5394,168.41,134
509.5785,167.95,149
509.5864,168.12,98
509.5942,167.96,110
509.602,168.66,116
509.6099,168.21,112
509.6726,168.61,148
509.6804,168.58,127
509.845,168.2,106
509.947,168.7,178
509.9548,168.66,170
580.9482,174.9,1361
580.9565,174.95,1778
580.9649,174.62,1382
752.7377,165.99,24
806.7202,165.79,21
106.9178,184.07,23
124.0037,181.42,21
261.1812,173.95,94
261.1868,173.63,117
267.2422,172.84,164
269.2665,173.11,496
270.2473,173.02,266
270.253,173.19,325
270.2587,173.03,81
279.2302,175.56,14361
279.236,175.64,10951
279.2418,175.65,5355
280.9559,172.65,80
283.0957,173.11,381
283.1366,172.55,187
283.1424,172.19,48
284.1072,173.02,349
284.1131,173.02,378
284.1189,172.86,205
285.1322,172.25,112
285.1381,172.62,158
285.144,172.36,105
293.167,179.4,677
293.173,179.5,3111
293.1849,173.72,731
293.1908,174.05,266
294.1249,173.8,14283
294.1428,173.84,17783
294.1487,173.83,7853
297.1455,183.98,4493
310.9291,173.02,109
310.9352,172.01,181
362.951,171.27,232
362.9576,171.24,701
362.9642,170.92,102
392.9198,170.64,1662
392.9542,170.47,3014
402.8994,169.46,27
426.8559,170.04,25
432.8664,170.88,1527
432.9676,169.07,46
432.9748,169.07,23
434.8841,169.56,119
436.8484,169.03,59
436.8557,169.32,274
436.8629,169.27,149
448.9773,170.26,153
448.9847,170.1,168
456.8314,168.8,21
458.8075,168.78,22
497.929,169.32,122
497.9368,169.81,234
497.9445,169.84,262
498.9677,168.48,92
501.9346,170.2,460
501.9813,169.98,465
501.9891,170.43,153
503.624,168.51,89
503.6317,168.45,67
503.6395,168.88,122
503.6473,168.62,86
503.6551,168.64,90
503.6629,168.41,90
503.6863,168.48,87
503.6941,168.39,78
503.7019,168.35,0
503.7097,169.04,97
503.7174,168.72,110
503.7252,168.85,120
503.733,168.76,104
503.7486,168.24,47
503.7564,168.68,102
503.7642,168.77,108
503.7798,168.63,124
503.7876,168.35,107
503.7954,169.17,154
503.8032,168.87,135
503.811,168.78,138
503.8188,168.58,98
503.8421,169.0,100
503.8499,168.59,64
503.8577,168.77,83
503.8655,168.24,74
503.8733,168.98,122
503.8811,168.63,91
503.8889,168.69,123
503.9045,168.93,90
503.9123,169.17,90
503.9201,168.74,125
503.9668,169.62,343
503.9824,168.86,95
503.9902,168.32,91
503.998,168.36,84
504.0058,168.32,50
504.0136,168.59,78
504.037,168.44,62
504.0604,168.85,121
504.0682,168.46,96
504.076,168.73,100
504.0838,168.28,70
504.0915,168.35,0
504.0993,168.35,48
504.1071,168.6,75
504.1149,168.79,47
504.1227,168.63,99
504.1305,168.55,89
504.1383,168.4,84
504.1695,168.36,46
504.2397,168.34,21
504.2786,168.34,21
504.9182,168.34,21
505.0118,170.05,964
505.0196,170.08,665
505.0274,170.12,435
505.0352,170.01,304
505.043,169.8,234
505.8938,170.02,417
505.9016,170.42,592
506.5109,170.04,1420
506.5187,170.1,1352
506.5734,170.09,1163
506.5812,170.08,1182
506.6281,170.09,1079
506.6359,170.02,1089
506.6594,170.12,1065
506.6672,170.1,1084
506.675,170.05,988
506.6828,170.13,1016
506.6907,170.13,932
506.6985,170.07,879
506.7063,170.04,941
506.7141,170.0,941
506.7219,170.1,826
506.7297,170.11,885
506.7375,170.07,827
506.7454,170.04,798
506.7532,169.96,856
506.761,169.91,801
506.7688,170.06,779
506.7766,169.96,761
506.7844,169.95,775
506.7922,170.0,871
506.8001,170.02,933
506.8079,170.7,1078
506.8157,172.22,7396
506.8391,172.33,6256
506.847,171.99,2422
506.8548,170.62,804
509.4767,168.78,161
509.4845,168.74,187
509.508,168.72,179
509.5158,168.78,165
509.5472,168.79,125
509.555,168.96,140
509.5629,168.76,131
509.5707,168.79,153
509.6177,168.7,111
509.6256,168.57,96
509.6334,168.78,117
509.6412,169.19,89
509.6491,168.9,106
509.6569,169.11,91
509.6648,168.38,95
509.6883,168.28,86
509.6961,168.54,97
509.7039,168.68,66
509.7118,168.3,83
509.7196,168.74,111
509.7275,168.42,86
509.7353,168.26,79
509.7431,168.63,117
509.751,168.54,107
509.7745,168.63,129
509.7823,168.57,121
509.7902,168.71,123
509.798,168.92,101
509.8058,168.76,125
509.8137,169.05,90
509.8215,168.89,92
509.8294,168.58,84
509.8372,168.93,118
509.8529,168.36,28
509.8607,168.7,57
509.8686,168.74,21
509.8764,168.81,101
509.8842,168.77,102
509.8921,168.39,89
509.8999,168.76,89
509.9391,168.73,136
509.9626,168.69,137
509.9705,168.81,113
509.9783,168.7,58
509.9862,169.19,91
509.994,168.57,103
510.0018,168.29,70
510.0097,168.74,50
510.0175,168.16,80
510.0254,168.74,44
510.0332,168.29,21
510.0567,168.9,84
510.0802,168.74,77
510.1038,168.4,84
510.1116,169.07,97
510.1195,168.57,88
510.9432,168.29,71
510.951,168.29,108
510.9588,169.26,143
510.9667,168.95,111
580.9733,175.25,797
119.9394,184.57,61
121.9554,182.66,21
146.9571,181.62,360
171.995,179.72,206
217.0032,184.12,192
261.1924,173.33,22
277.1917,177.36,397
279.2186,174.67,530
279.2244,175.33,7241
279.2476,175.7,2444
280.2289,174.91,826
280.2347,175.34,1064
280.2406,175.31,641
281.2353,175.42,29450
281.2411,175.83,138954
281.247,176.0,202600
281.2528,176.04,156019
281.2586,176.02,97908
281.2644,176.01,62763
281.2702,176.02,39091
281.2761,176.02,25403
282.2435,175.73,20453
282.2493,175.92,36018
282.2551,176.01,28844
282.261,176.03,17085
282.2668,176.05,10058
284.1248,172.65,105
285.1264,173.53,120
286.9702,173.95,1574
294.1547,173.89,2833
295.132,173.85,2238
295.138,173.94,2661
295.144,173.92,1458
297.1515,183.5,6033
310.9414,171.98,21
327.1255,172.54,39
368.9684,172.77,3324
368.975,172.83,5035
368.9817,172.74,1762
375.9838,171.2,688
392.9611,170.77,479
432.8592,170.77,441
432.8736,170.79,1019
432.8809,170.92,336
444.8085,169.83,21
444.8158,169.74,78
497.9522,169.89,142
498.8126,169.29,59
503.6707,169.24,23
504.0214,169.24,79
504.0292,168.79,21
504.0448,169.24,49
504.0526,168.79,25
504.1617,169.24,50
504.2085,169.08,45
505.0508,170.19,155
505.0586,169.96,141
505.0664,170.16,106
505.8782,170.27,230
505.886,170.36,284
509.7588,168.74,24
509.7666,169.13,89
509.9078,169.13,62
509.9313,169.19,74
510.1273,169.63,22
569.9297,171.78,2022
569.938,171.94,17966
569.9463,172.05,60515
569.9546,172.23,104436
569.9629,172.24,114481
569.9712,172.24,92142
569.9794,172.25,64383
569.9877,172.25,44416
569.996,172.27,32146
570.0043,172.21,24393
570.0126,172.25,18323
570.9496,172.13,6563
572.9673,170.32,268
580.9398,174.42,541
580.9816,175.34,455
804.7097,167.57,28
804.7196,167.57,23
822.7147,167.5,32
61.9839,200.47,57
143.984,182.11,142
152.0469,180.2,23
216.9828,177.03,108
277.1744,177.56,277
279.2534,175.66,982
279.2592,175.52,373
280.2464,175.24,330
280.2522,175.14,174
281.2237,176.0,1134
281.2295,175.78,2842
281.2819,176.02,16209
281.2877,176.01,11284
281.2935,176.03,8581
281.2994,175.99,6379
281.3052,175.97,5125
281.311,175.99,4542
281.3168,175.95,3788
281.3226,175.97,3219
281.3285,175.93,2620
281.3343,176.07,2207
281.3401,176.07,1196
281.3459,175.93,966
282.2376,175.53,2676
282.2726,176.02,5459
282.2785,175.99,2870
282.2843,175.97,1701
282.2901,175.91,1047
282.296,175.85,697
283.2418,176.47,874
283.2476,176.7,4612
283.2535,176.89,39159
283.2593,177.24,113159
283.2651,177.27,123252
283.271,177.25,80623
286.9643,173.63,124
286.9761,174.03,875
286.9819,173.64,47
293.1968,173.86,110
294.1606,174.03,401
294.1785,173.86,153
294.1844,173.69,57
295.1261,173.79,47
295.1499,174.12,358
301.1508,178.74,389
301.1568,175.57,1800
301.1628,175.33,2874
301.1688,175.33,2301
301.1749,175.27,1377
301.1809,175.31,723
301.1869,175.24,409
302.1578,174.91,234
302.1638,174.94,538
302.1698,175.2,514
319.9812,173.72,164
321.9841,172.96,35
328.9617,173.54,205
368.9617,172.51,294
368.9884,172.92,205
404.895,173.94,48
410.9816,171.14,115
410.9887,171.14,21
481.0004,170.34,38
501.9968,170.53,57
505.0742,170.12,0
505.082,170.12,46
514.9613,174.17,156067
514.9692,174.15,293055
514.977,174.14,342319
514.9849,174.13,291998
514.9928,174.12,207319
515.0007,174.11,136600
547.9573,173.04,1595
547.9654,172.99,1333
570.0209,172.27,14687
570.0292,172.24,12264
570.0375,172.24,10381
570.0458,172.25,9214
570.054,172.26,8125
570.0623,172.25,7275
570.0706,172.25,6429
570.0789,172.26,5208
570.0872,172.27,4057
570.0955,172.24,3089
570.1038,172.18,3000
570.1121,172.25,2548
570.1204,172.19,2206
570.1286,172.14,1975
570.1369,172.17,1603
570.1452,172.28,1378
570.9414,171.74,1955
570.9579,172.27,10656
570.9662,172.32,11996
570.9745,172.29,9682
570.9828,172.29,6627
570.9911,172.29,4337
570.9994,172.29,3013
571.0077,172.25,2058
571.016,172.16,1431
572.959,170.39,141
580.99,175.21,205
783.7322,168.52,21
824.7076,168.38,47
62.0058,201.64,49
72.9898,199.36,34
72.9987,213.46,279
126.9986,183.9,27
146.9908,183.82,88
269.9791,174.88,54
269.9848,175.13,87
277.1975,177.72,229
279.265,175.47,191
279.2708,175.75,74
281.212,176.04,369
281.2178,176.14,673
281.3518,176.05,1091
281.3576,176.06,843
281.3634,175.82,649
281.3692,175.85,556
281.3751,176.13,450
281.3809,175.98,367
281.3867,175.99,352
281.3925,175.97,261
281.3984,176.39,253
281.4042,176.15,239
281.41,176.51,183
281.4158,175.87,173
281.4216,176.17,138
281.4275,176.09,170
281.4682,175.81,127
282.2318,176.05,280
282.3018,176.02,471
282.3076,175.85,338
282.3135,176.07,241
282.3193,176.12,259
282.3251,175.79,173
282.331,175.6,129
283.2768,177.27,46697
283.2827,177.3,28106
283.2885,177.3,17452
283.2944,177.25,10916
283.3002,177.25,6742
283.306,177.23,4869
283.3353,177.22,1739
284.2535,176.87,1131
284.2594,177.21,9065
284.2652,177.26,20175
284.2711,177.29,16404
284.2769,177.31,9609
284.2828,177.29,5101
284.2887,177.34,2670
284.2945,177.33,1433
285.2671,177.52,1086
294.1189,174.21,107
294.1666,173.75,68
294.1725,174.2,77
297.1574,183.4,3852
297.1634,183.68,2109
299.1658,174.75,43
301.1929,175.14,223
301.9526,174.79,74
302.1759,175.35,332
302.1819,175.2,151
303.1544,175.33,82
303.1604,174.61,174
303.1665,174.71,104
309.1624,174.81,164
309.1685,175.34,716
309.1746,175.41,885
309.1807,175.48,481
311.1557,186.94,1226
311.1741,184.61,5806
319.975,174.05,27
329.9826,174.07,49
386.9416,175.21,71
401.9313,172.16,54
401.9383,173.67,222
404.881,173.85,133
404.888,173.57,240
408.9009,172.75,209
408.9079,173.2,961
408.9149,173.15,552
410.9042,174.84,5110
436.9137,172.25,177
473.9677,174.33,4246
473.9753,174.26,10292
473.9828,174.23,12760
473.9904,174.24,10988
473.9979,174.21,7014
474.0055,174.23,4713
476.8519,173.8,8743
484.8228,171.2,22
514.9455,174.12,3715
514.9534,174.19,40952
515.0086,174.13,94290
515.0164,174.12,70310
515.0243,174.12,53746
515.0322,174.12,42073
515.0401,174.18,34179
515.048,174.16,29513
515.0558,174.12,26359
515.0637,174.14,24177
515.0716,174.13,21845
515.0795,174.14,20152
515.0874,174.1,17741
515.0952,174.15,14359
515.1031,174.15,11612
515.111,174.17,10669
515.1189,174.14,9866
515.1268,174.12,8815
515.1346,174.16,8048
515.1425,174.14,7259
515.1504,174.15,6671
515.9624,174.19,13717
515.9702,174.15,28691
515.9781,174.11,35486
515.986,174.12,30366
515.9939,174.11,22261
516.0018,174.09,16728
516.0097,174.12,12206
516.0176,174.12,8591
516.0254,174.12,6366
516.9565,174.26,6282
516.9644,174.12,13656
516.9723,174.09,16986
516.9802,174.07,15248
516.9881,174.09,11153
516.996,174.1,7567
517.0039,174.08,4966
528.961,171.26,29
547.9411,171.87,199
547.9492,172.82,1034
547.9736,172.93,762
547.9817,173.12,418
569.9214,172.33,352
570.1535,172.22,1319
570.1618,172.22,1213
